Παροχή_Κωδικοποιημένη,Ημ.Έκδοσης,"Περίοδος Κατανάλωσης",ΣΕΛΙΔΑ,Τιμολόγιο,ΤΥΠΟΣ,Ημέρα,Προηγ.,ΣΩΧΒ,Συν.ΩΧΒ,ΧρΖητ,ΣυμφΙσχ,ΕγκΙσχ,Συνφ,ΖητΑιχ,ΖητΗμ,ΖητΝυκ,ΣυντΧρησ,"ΧΡΕΩΣΕΙΣ ΠΡΟΜΗΘΕΙΑΣ ΔΕΗ","ΦΠΑ  6% x","ΡΥΘΜΙΖΟΜΕΝΕΣ ΧΡΕΩΣΕΙΣ","ΦΠΑ   % x          0,00","ΜΕΙΟΝ ΕΝΑΝΤΙ ΚΑΤΑΝΑΛΩΣΗΣ",Ε.Ρ.Τ.,"ΤΡΕΧΩΝ ΜΗΝΑΣ",ΕΚΠΤ.ΣΥΝΕΠΕΙΑΣ/ΠΡΟΠΛΗΡΩΜΗΣ,ΔΗΜ.ΤΕΛΗ/ΔΗΜ.ΦΟΡΟΣ,ΔΙΑΦ.ΧΡΕΩΣΕΙΣ/ΠΙΣΤΩΣΕΙΣ,Τ.Α.Π.,Τελευτ.,"Αεργος Ημέρα",Τελευτ._Αεργος,Προηγ._Αεργος,ΣΩΧΒ_Αεργος,Συν.ΩΧΒ_Αεργος,Νύχτα,Προηγ._Νύχτα,ΣΩΧΒ_Νύχτα,Συν.ΩΧΒ_Νύχτα,year,month,Τελευτ._Νύχτα,Ημέρα_2,Προηγ._2,ΣΩΧΒ_2,Συν.ΩΧΒ_2,Τελευτ._2
159,22/10/2021,23.08.2021-20.10.2021,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,29766,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","59,35","4,99","40,17","0,00","0,00","0,00","88,00","-16,36","0,00","-0,15","0,00",,,,,,,,,,,2021,10,,,,,,
357,02/03/2022,01.02.2022-28.02.2022,8,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,13432,40,7560,"48,5",135,123,"0,9602","0,00",52,"0,00","21,6","1791,50","138,38","488,96","0,00","0,00","0,00","2456,00","-11,96","0,00","49,12","0,00",13621,Αεργος,9247,9192,40,2200,,,,,2022,3,,,,,,
41,07/09/2021,01.08.2021-31.08.2021,1,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,2791,40,1200,"41,3",85,103,"0,9176","0,00",20,"0,00","8,1","223,64","19,09","103,65","0,00","0,00","0,00","338,00","-15,07","0,00","6,69","0,00",2821,Αεργος,1339,1326,40,520,,,,,2021,9,,,,,,
396,22/10/2021,23.08.2021-20.10.2021,26,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,78465,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","889,65","76,65","500,03","0,00","0,00","0,00","1354,00","-112,13","0,00","-0,20","0,00",,,,,,,,,,,2021,10,,,,,,
164,22/12/2022,21.10.2022-20.12.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,70900,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","297,75","23,28","90,28","0,00","0,00","0,00","412,00","0,00","0,00","0,69","0,00",,,,,,,,,,,2022,12,,,,,,
226,02/08/2022,30.06.2022-28.07.2022,8,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,66899,1,46,"33,4",55,48,"1,0000","0,00",17,"0,00","0,4","54,18","4,22","16,85","0,00","0,00","0,00","75,00","-0,90","0,00","0,65","0,00",66945,,,,,,,,,,2022,8,,,,,,
449,01/09/2022,22.02.2022-30.08.2022,32,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,68792,1,2261,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","394,41","0,35","149,93","0,00","-547,17","0,20","9,00","-2,71","0,00","13,99","0,00",71053,,,,,,,,,,2022,9,,,,,,
243,13/12/2022,11.10.2022-12.12.2022,10,Γ21,ΕΝΑΝΤΙ,Ημέρα,60037,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","117,47","9,23","36,31","0,00","0,00","0,00","163,00","0,00","0,00","-0,01","0,00",,,,,,,,,,,2022,12,,,,,,
131,22/04/2021,24.02.2021-20.04.2021,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,94828,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","148,83","12,91","88,92","0,00","0,00","0,00","228,00","-22,70","0,00","0,04","0,00",,,,,,,,,,,2021,4,,,,,,
233,04/02/2021,30.09.2020-01.02.2021,10,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,89479,1,3530,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","433,76","26,70","225,90","0,00","-232,33","0,00","475,00","0,00","0,00","20,97","0,00",93009,,,,,,,,,,2021,2,,,,,,
325,14/05/2021,11.03.2021-12.05.2021,5,Γ21,ΕΝΑΝΤΙ,Ημέρα,78543,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","57,57","5,25","29,90","0,00","0,00","0,00","93,00","0,00","0,00","0,28","0,00",,,,,,,,,,,2021,5,,,,,,
399,23/03/2021,18.11.2020-18.03.2021,4,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3034,1,14,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","3,26","0,61","17,25","0,00","-10,33","0,00","11,00","0,00","0,00","0,21","0,00",3048,,,,,,,,,,2021,3,,,,,,
416,17/02/2021,08.12.2020-08.02.2021,16,Γ21,ΕΝΑΝΤΙ,Ημέρα,46982,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","0,78","0,56","8,54","0,00","0,00","0,00","10,00","0,00","0,00","0,12","0,00",,,,,,,,,,,2021,2,,,,,,
503,23/06/2021,21.04.2021-21.06.2021,33,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6642,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","48,39","4,96","34,38","0,00","0,00","0,00","88,00","0,00","0,00","0,27","0,00",,,,,,,,,,,2021,6,,,,,,
194,30/08/2022,22.06.2022-28.08.2022,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,95024,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","2,20","0,31","2,94","0,00","0,00","0,00","6,00","0,00","0,00","0,55","0,00",,,,,,,,,,,2022,8,,,,,,
454,14/03/2022,01.02.2022-28.02.2022,10,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7033,40,1720,"25,6",85,108,"0,9997","0,00",16,"0,00","16,0","431,23","10,54","128,71","0,00","0,00","2,76","189,00","-3,19","0,00","-381,05","0,00",7076,Αεργος,150,149,40,40,,,,,2022,3,,,,,,
256,14/12/2021,11.10.2021-13.12.2021,12,Γ21,ΕΝΑΝΤΙ,Ημέρα,9117,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","49,74","4,60","32,15","0,00","0,00","0,00","81,00","-5,13","0,00","-0,36","0,00",,,,,,,,,,,2021,12,,,,,,
163,23/06/2022,20.04.2022-21.06.2022,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,59063,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","206,37","17,46","84,57","0,00","0,00","0,00","308,00","0,00","0,00","-0,40","0,00",,,,,,,,,,,2022,6,,,,,,
288,02/09/2021,29.06.2021-26.08.2021,2,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,272945,1,2599,"7,9",35,35,"1,0000","0,00",4,"0,00","45,9","326,95","12,32","172,51","0,00","-307,20","0,00","221,00","0,00","0,00","15,37","1,05",275544,,,,,,,,,,2021,9,,,,,,
298,22/12/2022,21.10.2022-20.12.2022,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,90168,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","237,01","18,79","76,22","0,00","0,00","0,00","332,00","0,00","0,00","-0,02","0,00",,,,,,,,,,,2022,12,,,,,,
459,22/10/2021,23.08.2021-20.10.2021,30,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,42659,1,0,"0,000",15,15,"1,0000","0,00","0,00","0,00","0,000","80,99","7,05","48,99","0,00","0,00","0,00","124,00","-12,45","0,00","-0,58","0,00",,,,,,,,,,,2021,10,,,,,,
119,26/08/2021,24.02.2021-22.08.2021,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,99820,1,3465,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","374,40","16,92","197,35","0,00","-307,19","0,00","302,00","0,00","0,00","20,52","0,00",3285,,,,,,,,,,2021,8,,,,,,
32,30/08/2022,22.06.2022-28.08.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,9760,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","147,70","11,46","43,38","0,00","0,00","0,00","202,00","0,00","0,00","-0,54","0,00",,,,,,,,,,,2022,8,,,,,,
243,14/06/2021,11.02.2021-09.06.2021,12,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,55661,1,854,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","109,22","5,74","55,73","0,00","-73,54","0,00","102,00","0,00","0,00","4,85","0,00",56515,,,,,,,,,,2021,6,,,,,,
297,24/12/2021,21.10.2021-22.12.2021,20,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,56965,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","136,57","13,20","83,45","0,00","0,00","0,00","233,00","0,00","0,00","-0,22","0,00",,,,,,,,,,,2021,12,,,,,,
202,24/02/2022,23.08.2021-21.02.2022,14,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,27010,1,1800,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","293,32","10,16","106,88","0,00","-237,37","0,00","181,00","-2,57","0,00","10,58","0,00",28810,,,,,,,,,,2022,2,,,,,,
385,24/10/2022,23.08.2022-20.10.2022,17,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,22493,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","251,63","19,85","79,19","0,00","0,00","0,00","351,00","0,00","0,00","0,33","0,00",,,,,,,,,,,2022,10,,,,,,
300,22/04/2021,24.02.2021-20.04.2021,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,42681,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","10,75","0,97","7,73","0,00","0,00","0,00","17,00","-2,37","0,00","-0,08","0,00",,,,,,,,,,,2021,4,,,,,,
48,23/06/2021,21.04.2021-21.06.2021,2,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,72439,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","104,98","9,89","59,82","0,00","0,00","0,00","174,00","0,00","0,00","-0,69","0,00",,,,,,,,,,,2021,6,,,,,,
31,23/06/2022,20.04.2022-21.06.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,99715,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","52,79","4,56","23,29","0,00","0,00","0,00","80,00","0,00","0,00","-0,64","0,00",,,,,,,,,,,2022,6,,,,,,
25,01/09/2022,22.02.2022-29.08.2022,2,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,50376,1,3931,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","682,08","-12,60","224,24","0,00","0,00","0,00","-218,00","-4,69","0,00","-1107,03","0,00",54307,,,,,,,,,,2022,9,,,,,,
305,22/02/2022,27.12.2021-20.02.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,1812,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","96,82","8,45","55,43","0,00","0,00","0,00","150,00","-11,32","0,00","0,62","0,00",,,,,,,,,,,2022,2,,,,,,
114,26/08/2021,24.02.2021-22.08.2021,7,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,40608,1,2592,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","280,96","8,83","149,59","0,00","-296,41","0,00","158,00","0,00","0,00","15,03","0,00",43200,,,,,,,,,,2021,8,,,,,,
501,23/02/2021,22.01.2021-21.02.2021,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,1987,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","10,84","0,83","6,97","0,00","0,00","0,00","15,00","-4,01","0,00","0,37","0,00",,,,,,,,,,,2021,2,,,,,,
105,01/12/2022,30.09.2022-30.11.2022,5,Γ21,ΕΝΑΝΤΙ,Ημέρα,91410,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","311,06","24,33","94,44","0,00","0,00","0,00","430,00","0,00","0,00","0,17","0,00",,,,,,,,,,,2022,12,,,,,,
5,22/10/2021,23.08.2021-20.10.2021,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,43874,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","233,97","20,04","131,48","0,00","0,00","0,00","354,00","-31,29","0,00","-0,20","0,00",,,,,,,,,,,2021,10,,,,,,
339,21/04/2022,22.02.2022-19.04.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,5928,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","57,70","4,48","17,04","0,00","0,00","0,00","80,00","0,00","0,00","0,78","0,00",,,,,,,,,,,2022,4,,,,,,
148,23/06/2021,21.04.2021-21.06.2021,10,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,84181,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","126,22","11,86","71,50","0,00","0,00","0,00","210,00","0,00","0,00","0,42","0,00",,,,,,,,,,,2021,6,,,,,,
243,14/12/2021,11.10.2021-13.12.2021,11,Γ21,ΕΝΑΝΤΙ,Ημέρα,57314,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","71,46","6,24","36,80","0,00","0,00","0,00","110,00","-4,22","0,00","-0,28","0,00",,,,,,,,,,,2021,12,,,,,,
130,22/10/2021,23.08.2021-20.10.2021,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,80241,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","240,92","20,57","135,34","0,00","0,00","0,00","363,00","-33,35","0,00","-0,48","0,00",,,,,,,,,,,2021,10,,,,,,
332,24/08/2022,22.06.2022-22.08.2022,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,33052,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","12,02","1,05","5,48","0,00","0,00","0,00","19,00","0,00","0,00","0,45","0,00",,,,,,,,,,,2022,8,,,,,,
154,22/02/2022,27.12.2021-20.02.2022,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,24027,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","158,46","13,74","89,57","0,00","0,00","0,00","243,00","-18,99","0,00","0,22","0,00",,,,,,,,,,,2022,2,,,,,,
185,02/08/2021,03.06.2021-30.07.2021,8,Γ21,ΕΝΑΝΤΙ,Ημέρα,71874,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","181,02","14,68","94,63","0,00","0,00","0,00","259,00","-30,97","0,00","-0,36","0,00",,,,,,,,,,,2021,8,,,,,,
453,03/02/2021,01.01.2021-31.01.2021,20,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7605,40,840,"16,5",85,57,"0,9345","0,00",8,"0,00","14,1","106,25","10,98","81,79","0,00","0,00","3,06","198,00","-9,25","0,00","5,17","0,00",7626,Αεργος,4535,4527,40,320,,,,,2021,2,,,,,,
318,06/09/2021,28.07.2021-26.08.2021,3,Γ22,ΕΝΑΝΤΙ,Ημέρα,941,40,0,"8,0",135,90,"0,8000","0,00",4,"0,00","5,6","26,69","5,18","59,76","0,00","0,00","0,00","92,00","0,00","0,00","0,37","0,00",,Αεργος,,384,40,0,,,,,2021,9,,,,,,
173,24/10/2022,31.08.2022-20.10.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,907,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","117,02","9,27","37,37","0,00","0,00","0,00","163,00","0,00","0,00","-0,66","0,00",,,,,,,,,,,2022,10,,,,,,
36,26/02/2021,24.08.2020-23.02.2021,3,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,76197,1,3247,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","326,01","14,15","185,48","0,00","-291,77","0,00","253,00","0,00","0,00","19,13","0,00",79444,,,,,,,,,,2021,2,,,,,,
300,26/08/2021,24.02.2021-22.08.2021,20,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,42681,1,121,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","16,54","-0,45","14,44","0,00","0,00","0,00","-8,00","0,00","0,00","-38,53","0,00",42802,,,,,,,,,,2021,8,,,,,,
460,24/02/2022,23.08.2021-21.02.2022,28,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,51568,1,3057,"0,000",15,15,"1,0000","0,00","0,00","0,00","0,000","556,17","25,13","182,89","0,00","-331,62","0,00","447,00","-3,95","0,00","18,38","0,00",54625,,,,,,,,,,2022,2,,,,,,
152,23/06/2021,21.04.2021-21.06.2021,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,88701,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","151,44","14,21","85,39","0,00","0,00","0,00","251,00","0,00","0,00","-0,04","0,00",,,,,,,,,,,2021,6,,,,,,
501,30/12/2021,21.10.2021-26.12.2021,23,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,3217,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","21,29","2,12","13,95","0,00","0,00","0,00","37,00","0,00","0,00","-0,36","0,00",,,,,,,,,,,2021,12,,,,,,
280,01/09/2022,22.02.2022-30.08.2022,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,2279,1,464,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","84,63","0,31","51,15","0,00","-132,24","0,00","6,00","-0,61","0,00","2,76","0,00",2743,,,,,,,,,,2022,9,,,,,,
465,05/07/2021,01.06.2021-30.06.2021,7,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,2971,40,1840,"40,0",85,65,"0,9916","0,00",20,"0,00","12,8","246,83","23,18","137,49","0,00","0,00","2,96","414,00","-7,16","0,00","10,70","0,00",3017,Αεργος,484,478,40,240,,,,,2021,7,,,,,,
22,09/08/2021,07.06.2021-06.08.2021,2,Γ21,ΕΝΑΝΤΙ,Ημέρα,7470,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","340,58","28,89","172,06","0,00","0,00","0,00","510,00","-31,17","0,00","-0,36","0,00",,,,,,,,,,,2021,8,,,,,,
264,24/02/2022,23.08.2021-21.02.2022,13,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,113779,1,5233,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","1037,31","44,16","295,62","0,00","-616,22","0,00","786,00","-6,79","0,00","31,92","0,00",119012,,,,,,,,,,2022,2,,,,,,
232,21/04/2022,21.02.2022-19.04.2022,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,54469,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","399,32","30,26","105,00","0,00","0,00","0,00","534,00","0,00","0,00","-0,58","0,00",,,,,,,,,,,2022,4,,,,,,
270,28/12/2021,23.06.2021-26.12.2021,11,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,42716,1,186,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","27,43","-8,34","18,28","0,00","0,00","0,00","-147,00","0,00","0,00","-184,37","0,00",42902,,,,,,,,,,2021,12,,,,,,
387,06/09/2021,05.08.2021-31.08.2021,6,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,12004,1,0,"0,0",35,37,"1,0000","0,00",0,"0,00","0,0","0,54","0,53","8,36","0,00","0,00","0,00","10,00","0,00","0,00","0,57","0,00",12004,,,,,,,,,,2021,9,,,,,,
358,23/06/2021,21.04.2021-21.06.2021,23,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,43323,1,0,"0,000",35,40,"1,0000","0,00","0,00","0,00","0,000","366,55","35,21","220,41","0,00","0,00","0,00","623,00","0,00","0,00","0,83","0,00",,,,,,,,,,,2021,6,,,,,,
368,19/01/2022,30.11.2021-29.12.2021,4,Γ22,ΕΝΑΝΤΙ,Ημέρα,72971,1,0,"2,0",55,42,"1,0000","0,00",2,"0,00","45,9","70,20","6,44","53,96","0,00","0,00","0,00","114,00","-16,91","0,00","0,31","0,00",,,,,,,,,,,2022,1,,,,,,
159,23/06/2022,20.04.2022-21.06.2022,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,32767,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","163,27","14,19","73,15","0,00","0,00","0,00","251,00","0,00","0,00","0,39","0,00",,,,,,,,,,,2022,6,,,,,,
104,30/08/2022,22.06.2022-28.08.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,36788,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","2024,27","155,35","564,87","0,00","0,00","0,00","2745,00","0,00","0,00","0,51","0,00",,,,,,,,,,,2022,8,,,,,,
349,12/05/2021,05.03.2021-10.05.2021,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,37840,1,1891,"38,4",55,50,"1,0000","0,00",18,"0,00","6,5","294,47","-39,64","136,08","0,00","0,00","0,00","-698,00","0,00","0,00","-1088,91","0,00",39731,,,,,,,,,,2021,5,,,,,,
377,24/10/2022,23.08.2022-20.10.2022,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,20236,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","113,63","9,25","40,56","0,00","0,00","0,00","164,00","0,00","0,00","0,56","0,00",,,,,,,,,,,2022,10,,,,,,
37,24/10/2022,31.08.2022-20.10.2022,4,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,94740,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","182,74","14,44","57,87","0,00","0,00","0,00","255,00","0,00","0,00","-0,05","0,00",,,,,,,,,,,2022,10,,,,,,
126,01/04/2022,02.03.2022-28.03.2022,7,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,56314,1,4913,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","1110,16","85,33","296,01","0,00","0,00","0,00","1515,00","-8,45","0,00","31,95","0,00",61227,,,,,,,,,,2022,4,,,,,,
69,22/04/2021,24.02.2021-20.04.2021,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,71330,1,0,"0,000",15,1,"1,0000","0,00","0,00","0,00","0,000","160,85","13,02","92,50","0,00","0,00","0,00","230,00","-36,41","0,00","0,04","0,00",,,,,,,,,,,2021,4,,,,,,
423,24/12/2021,21.10.2021-22.12.2021,27,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,66243,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","82,46","8,15","53,47","0,00","0,00","0,00","145,00","0,00","0,00","0,92","0,00",,,,,,,,,,,2021,12,,,,,,
99,23/06/2021,21.04.2021-21.06.2021,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,99885,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","170,10","15,95","95,67","0,00","0,00","0,00","282,00","0,00","0,00","0,28","0,00",,,,,,,,,,,2021,6,,,,,,
258,11/08/2021,02.07.2021-02.08.2021,17,Γ22,ΕΝΑΝΤΙ,Ημέρα,60729,1,0,"42,9",35,20,"1,0000","0,00",20,"0,00","11,3","230,26","20,60","113,04","0,00","0,00","0,00","364,00","0,00","0,00","0,10","0,00",,,,,,,,,,,2021,8,,,,,,
396,23/06/2021,21.04.2021-21.06.2021,25,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,61879,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","734,05","68,76","411,91","0,00","0,00","0,00","1215,00","0,00","0,00","0,28","0,00",,,,,,,,,,,2021,6,,,,,,
420,22/12/2022,21.10.2022-20.12.2022,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,59672,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","3,05","0,55","6,10","0,00","0,00","0,00","10,00","0,00","0,00","0,30","0,00",,,,,,,,,,,2022,12,,,,,,
448,24/12/2021,21.10.2021-22.12.2021,28,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,64191,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","89,51","8,82","57,37","0,00","0,00","6,21","162,00","0,00","0,00","0,09","0,00",,,,,,,,,,,2021,12,,,,,,
334,02/08/2022,30.06.2022-28.07.2022,15,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,89568,1,1026,"18,8",35,36,"1,0000","0,00",10,"0,00","15,2","257,20","19,83","70,03","0,00","0,00","0,00","352,00","-1,93","0,00","6,87","0,00",90594,,,,,,,,,,2022,8,,,,,,
342,08/06/2022,03.05.2022-30.05.2022,16,Γ22,ΕΝΑΝΤΙ,Ημέρα,18898,1,0,"37,3",35,40,"1,0000","0,00",20,"0,00","10,7","256,52","21,01","94,18","0,00","0,00","0,00","371,00","0,00","0,00","-0,71","0,00",,,,,,,,,,,2022,6,,,,,,
415,02/02/2022,01.01.2022-31.01.2022,25,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,36404,40,17120,"95,1",135,119,"0,9748","0,00",92,"0,00","25,0","5310,01","385,07","1048,85","0,00","0,00","0,00","6833,00","-26,70","0,00","115,77","0,00",36832,Αεργος,11762,11664,40,3920,,,,,2022,2,,,,,,
355,02/12/2021,27.10.2021-29.11.2021,17,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,27563,1,217,"8,8",35,32,"1,0000","0,00",4,"0,00","6,8","39,76","3,86","23,45","0,00","0,00","0,00","68,00","0,00","0,00","0,93","0,00",27780,,,,,,,,,,2021,12,,,,,,
481,01/09/2022,22.02.2022-30.08.2022,13,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3462,1,394,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","72,69","1,92","29,86","0,00","-72,16","0,00","34,00","-0,53","0,00","2,22","0,00",3856,,,,,,,,,,2022,9,,,,,,
156,24/08/2022,22.06.2022-22.08.2022,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,58160,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","240,94","18,57","68,61","0,00","0,00","0,00","328,00","0,00","0,00","-0,12","0,00",,,,,,,,,,,2022,8,,,,,,
